                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                  2.049,                 4.8345,                 4.3469,                 1.4769,                0.00327,                0.55603,                0.04578,                0.02819,                0.00343,                0.58251,                 0.0498,                0.02843,                 1.7254,                 4.3336,                 3.7503,                 1.4013,             0.00018337,             0.00018337,             0.00018337
                      2,                 1.4359,                 2.6261,                 3.7397,                 1.2364,                0.07405,                 0.0431,                0.06976,                  0.042,                0.08886,                0.05172,                0.07274,                0.04545,                 1.2549,                 3.0181,                 3.2389,                 1.2381,             0.00037961,             0.00037961,             0.00037961
                      3,                 1.2222,                    2.2,                 3.1533,                 1.1639,                0.18562,                0.36392,                0.18413,                0.13543,                0.18613,                0.36392,                0.18374,                0.14672,                 1.2704,                  2.603,                 2.9391,                 1.2905,              0.0005719,              0.0005719,              0.0005719
                      4,                 1.1287,                 2.0108,                 2.5166,                 1.0877,                0.88298,                0.35714,                0.44432,                0.36256,                0.88298,                0.35714,                0.44197,                0.37186,                 1.1849,                 2.5385,                 2.7646,                 1.2499,             0.00076022,             0.00076022,             0.00076022
                      5,                 1.1379,                 1.8401,                 2.0506,                 1.1358,                0.55675,                0.47968,                0.53823,                0.41388,                0.47423,                0.51416,                0.54473,                0.41373,                 1.1121,                 2.3531,                  2.143,                 1.1907,             0.00094458,             0.00094458,             0.00094458
                      6,                 1.1416,                 1.8539,                 1.8704,                 1.1072,                0.69233,                0.54988,                0.63916,                0.51023,                0.55762,                 0.6718,                0.65185,                0.51427,                 1.0567,                 2.1161,                 1.5947,                  1.138,               0.001125,               0.001125,               0.001125
                      7,                 1.0696,                 1.7819,                 1.6424,                 1.0829,                0.70419,                0.54988,                0.62131,                0.49424,                0.70419,                0.54988,                0.61834,                0.48943,                 1.0717,                 2.0261,                 1.6747,                 1.1558,              0.0013014,              0.0013014,              0.0013014
                      8,                 1.0528,                 1.7582,                 1.5563,                 1.0936,                0.79509,                0.65078,                0.71004,                0.52763,                0.75981,                0.67118,                0.71325,                0.54402,                  1.098,                 1.9851,                 1.4337,                 1.1653,              0.0014739,              0.0014739,              0.0014739
                      9,                 1.0671,                  1.732,                 1.3459,                 1.1078,                0.73138,                 0.6798,                0.70165,                0.54446,                0.73138,                 0.6798,                0.70085,                0.55926,                 1.0874,                 2.0436,                 1.5125,                 1.1761,               0.001535,               0.001535,               0.001535
                     10,                 1.0701,                 1.6341,                 1.3343,                 1.1008,                0.85675,                0.64485,                0.73536,                0.56661,                0.71446,                0.73157,                0.73399,                0.57651,                 1.0886,                 2.0376,                 1.2888,                 1.1712,              0.0015185,              0.0015185,              0.0015185
                     11,                 1.0504,                 1.6116,                 1.2507,                 1.0888,                0.83178,                0.74015,                0.78213,                0.56734,                0.84697,                0.74877,                0.77968,                0.59281,                 1.1484,                 2.0121,                 1.1786,                 1.2023,               0.001502,               0.001502,               0.001502
                     12,                 1.0076,                 1.4719,                 1.1015,                 1.0541,                0.86656,                0.74018,                 0.7784,                0.60169,                0.86656,                0.74018,                0.77305,                0.61172,                 1.0179,                 2.1216,                 1.0101,                 1.1808,              0.0014855,              0.0014855,              0.0014855
                     13,                0.98085,                 1.5735,                 1.0935,                 1.0694,                0.73908,                0.76663,                0.76859,                0.58412,                0.72926,                  0.758,                0.75969,                0.59433,                 1.0526,                 2.1273,                   1.06,                 1.1739,               0.001469,               0.001469,               0.001469
                     14,                0.98385,                 1.5434,                 1.1019,                 1.0439,                0.85719,                0.74373,                 0.7991,                0.61623,                0.85719,                0.74373,                 0.7952,                0.61653,                 1.0677,                 1.9643,                0.99942,                 1.1849,              0.0014525,              0.0014525,              0.0014525
                     15,                0.93511,                 1.4987,                0.98619,                 1.0308,                0.87991,                0.77525,                0.79382,                 0.6039,                0.84999,                  0.758,                0.78394,                0.60432,                 1.0513,                 1.9335,                0.97016,                  1.172,               0.001436,               0.001436,               0.001436
                     16,                0.98742,                 1.6064,                 1.0685,                 1.0717,                0.82667,                0.76663,                0.77813,                0.60412,                0.81622,                  0.758,                0.77756,                0.61536,                 1.1117,                 1.9841,                0.98904,                  1.183,              0.0014195,              0.0014195,              0.0014195
                     17,                0.97882,                  1.437,                0.99241,                 1.0629,                0.88362,                0.79249,                0.81042,                 0.6149,                0.88362,                0.79249,                0.82032,                0.64782,                 1.0551,                 1.8982,                0.90604,                 1.1524,              0.0014029,              0.0014029,              0.0014029
                     18,                0.90516,                 1.4088,                0.90287,                 1.0038,                0.87267,                0.80332,                0.82395,                0.60992,                0.87275,                0.80432,                0.82834,                0.63249,                 1.0573,                 1.8432,                0.91061,                 1.1636,              0.0013864,              0.0013864,              0.0013864
                     19,                0.93511,                 1.3984,                 0.9231,                 1.0287,                0.82882,                0.78387,                0.78923,                0.61154,                0.81895,                0.80715,                0.81679,                0.63413,                0.99885,                 1.7264,                0.90046,                 1.1313,              0.0013699,              0.0013699,              0.0013699
                     20,                 0.8863,                 1.4119,                0.90675,                 1.0194,                0.90223,                0.76663,                0.79671,                 0.6089,                0.90223,                0.76663,                0.81249,                0.62842,                 1.0035,                 1.7169,                0.91658,                 1.1177,              0.0013534,              0.0013534,              0.0013534
                     21,                0.92359,                 1.4036,                0.94341,                  1.004,                0.86647,                  0.758,                0.77683,                0.61588,                0.86647,                  0.758,                0.77464,                0.61947,                0.98621,                 1.7435,                0.91114,                 1.1064,              0.0013369,              0.0013369,              0.0013369
                     22,                0.88869,                 1.3724,                0.87125,                 1.0088,                0.88416,                0.77525,                0.79346,                0.61143,                0.87224,                0.76917,                0.78347,                0.63434,                 1.0095,                 1.7848,                0.87913,                 1.1392,              0.0013204,              0.0013204,              0.0013204
                     23,                0.91884,                 1.4002,                0.87493,                 1.0133,                0.93831,                0.76663,                0.78897,                0.62983,                0.93831,                0.76663,                0.79589,                0.64705,                0.97357,                 1.7226,                0.91762,                 1.1034,              0.0013039,              0.0013039,              0.0013039
                     24,                0.90008,                 1.3385,                0.87825,                 1.0109,                0.87834,                  0.758,                0.78043,                0.61835,                0.87834,                  0.758,                0.77444,                  0.631,                0.93924,                 1.7689,                0.91961,                 1.0688,              0.0012874,              0.0012874,              0.0012874
                     25,                0.84447,                 1.2215,                0.85285,                0.98432,                0.84615,                0.76378,                0.78836,                0.62893,                 0.8571,                 0.7724,                0.79381,                0.64514,                0.92074,                 1.7738,                0.89298,                 1.0505,              0.0012709,              0.0012709,              0.0012709
                     26,                0.87884,                 1.3125,                0.81376,                0.99731,                0.89817,                0.76499,                0.79358,                0.62099,                0.91073,                0.77361,                0.80914,                0.64389,                0.99536,                 1.7833,                0.87879,                 1.0881,              0.0012544,              0.0012544,              0.0012544
                     27,                0.86161,                 1.2495,                0.81044,                0.98838,                0.86859,                0.79249,                0.80964,                0.63808,                0.90403,                0.76663,                0.80875,                0.64822,                0.98241,                 1.7474,                  0.897,                 1.1224,              0.0012379,              0.0012379,              0.0012379
                     28,                0.86215,                   1.24,                0.77194,                0.98595,                0.87813,                0.80111,                0.81679,                 0.6349,                 0.8671,                0.79249,                0.80216,                 0.6409,                0.95366,                 1.6698,                0.89863,                 1.1093,              0.0012214,              0.0012214,              0.0012214
                     29,                0.85086,                 1.2803,                 0.7731,                0.97852,                0.87442,                0.80111,                0.81225,                0.64938,                0.87442,                0.80111,                0.81718,                  0.649,                0.95026,                 1.7249,                0.88016,                 1.1161,              0.0012049,              0.0012049,              0.0012049
                     30,                0.82857,                 1.1999,                0.73827,                0.96843,                0.85934,                0.80973,                0.80639,                0.64007,                0.85179,                0.80973,                0.80298,                0.64381,                0.95979,                 1.7886,                0.85538,                 1.1137,              0.0011884,              0.0011884,              0.0011884
                     31,                 0.7753,                 1.1851,                0.67932,                 0.9404,                0.90615,                0.76488,                0.79499,                0.61246,                0.88152,                0.77525,                0.80161,                0.61958,                 1.0201,                 1.8685,                0.86427,                 1.1278,              0.0011719,              0.0011719,              0.0011719
                     32,                0.83142,                 1.3084,                0.79295,                0.95727,                0.92231,                  0.758,                0.79679,                0.62074,                0.90864,                0.74938,                0.78789,                0.63758,                 0.9528,                 1.8549,                0.95829,                 1.0761,              0.0011554,              0.0011554,              0.0011554
                     33,                0.78575,                 1.1342,                0.69626,                0.94399,                0.89397,                0.76663,                0.78017,                0.62121,                0.89397,                0.76663,                0.79351,                0.64129,                0.92843,                 1.7351,                0.88935,                 1.0534,              0.0011389,              0.0011389,              0.0011389
                     34,                0.84206,                 1.2685,                0.75869,                0.99825,                0.86179,                0.78499,                 0.8155,                0.63922,                0.85071,                0.77637,                0.80853,                 0.6374,                0.93716,                 1.6904,                0.84879,                 1.0733,              0.0011224,              0.0011224,              0.0011224
                     35,                0.77882,                  1.234,                0.68713,                0.95447,                0.87694,                0.80973,                 0.8186,                0.65394,                 0.8664,                0.80111,                0.81489,                0.64762,                0.89863,                 1.6636,                0.81557,                 1.0555,              0.0011059,              0.0011059,              0.0011059
                     36,                0.83095,                 1.2447,                0.71682,                0.96793,                 0.8685,                0.78387,                0.79896,                0.66092,                0.85764,                0.77525,                0.79215,                0.65814,                0.89196,                   1.57,                0.82726,                 1.0392,              0.0010894,              0.0010894,              0.0010894
                     37,                0.77539,                 1.1764,                0.71117,                 0.9538,                0.90049,                0.80609,                0.82732,                0.66967,                0.90049,                0.80609,                0.83001,                 0.6687,                0.88233,                 1.5315,                 0.8229,                 1.0507,              0.0010729,              0.0010729,              0.0010729
                     38,                0.74767,                 1.1256,                0.64739,                0.95018,                0.91919,                0.79853,                0.83234,                0.65982,                0.92848,                0.78387,                0.83352,                0.66077,                  0.913,                  1.578,                0.80487,                 1.0859,              0.0010564,              0.0010564,              0.0010564
                     39,                0.80923,                 1.2038,                0.70878,                0.95327,                0.95116,                0.79963,                0.84923,                0.67523,                0.95116,                0.79963,                0.84912,                0.67497,                0.92473,                 1.6358,                0.77225,                  1.117,              0.0010399,              0.0010399,              0.0010399
                     40,                0.78621,                 1.1316,                0.65809,                0.95145,                0.88722,                0.80111,                0.84768,                0.66455,                0.89767,                 0.7984,                0.84539,                0.65734,                0.89868,                  1.681,                0.75193,                 1.0907,              0.0010234,              0.0010234,              0.0010234
                     41,                0.74797,                 1.1659,                0.64945,                0.94675,                0.83584,                0.79249,                0.82083,                0.65459,                0.85055,                0.80483,                0.81729,                0.66093,                0.84498,                 1.6128,                0.77891,                 1.0576,              0.0010069,              0.0010069,              0.0010069
                     42,                0.79004,                 1.1407,                0.65729,                0.96147,                0.83484,                0.84418,                0.84326,                0.66354,                0.90053,                0.78387,                0.82748,                0.67103,                0.90266,                 1.6741,                0.72274,                  1.078,             0.00099036,             0.00099036,             0.00099036
                     43,                0.77596,                 1.1326,                0.67704,                 0.9494,                0.86306,                0.82697,                0.84345,                0.66182,                 0.8536,                0.81835,                0.83153,                  0.681,                0.87804,                 1.7475,                0.72018,                 1.0498,             0.00097386,             0.00097386,             0.00097386
                     44,                0.74951,                 1.1302,                0.63942,                0.94952,                0.89517,                0.76663,                0.82674,                0.66752,                0.92304,                0.78387,                0.83845,                0.66885,                0.87832,                 1.7681,                0.78015,                 1.0346,             0.00095736,             0.00095736,             0.00095736
                     45,                 0.8143,                 1.1485,                 0.6768,                0.96646,                0.87175,                0.81835,                0.83918,                0.66234,                0.88163,                0.82697,                0.84982,                0.67638,                0.90115,                 1.7374,                0.70817,                 1.0324,             0.00094085,             0.00094085,             0.00094085
                     46,                0.76582,                  1.145,                0.62792,                0.94062,                0.90997,                0.80111,                0.83387,                0.66626,                 0.9022,                0.80111,                0.83227,                0.66888,                0.90802,                 1.7913,                0.69013,                 1.0512,             0.00092435,             0.00092435,             0.00092435
                     47,                0.74765,                 1.0969,                0.64951,                0.94874,                0.89943,                0.82697,                0.85765,                0.69556,                0.91109,                0.79249,                 0.8373,                0.68185,                0.85077,                 1.7385,                0.68147,                 1.0297,             0.00090785,             0.00090785,             0.00090785
                     48,                0.76911,                 1.1452,                0.63677,                0.94595,                0.91861,                0.80111,                0.84642,                0.69716,                0.91861,                0.80111,                0.85547,                0.67093,                0.85048,                 1.6992,                0.69483,                 1.0314,             0.00089134,             0.00089134,             0.00089134
                     49,                0.74494,                 1.1345,                0.62518,                0.92537,                0.93421,                0.78387,                0.84546,                0.67635,                0.94686,                0.79249,                0.84231,                0.66129,                0.89828,                 1.7154,                0.70917,                 1.0531,             0.00087484,             0.00087484,             0.00087484
                     50,                0.70656,                 1.0523,                0.61088,                0.92675,                0.88661,                0.81567,                0.82279,                0.67841,                0.90761,                0.82697,                0.84059,                 0.6805,                 0.8951,                 1.6495,                0.70504,                 1.0602,             0.00085834,             0.00085834,             0.00085834
                     51,                0.74063,                 1.0853,                0.61091,                0.92589,                0.89683,                0.77525,                0.83151,                0.67601,                0.90941,                0.78387,                0.84136,                0.67784,                0.87327,                 1.6448,                0.73254,                 1.0405,             0.00084184,             0.00084184,             0.00084184
                     52,                0.71779,                 1.0039,                0.55526,                0.91772,                0.87172,                0.79734,                0.82812,                0.66848,                0.92255,                0.79249,                0.84426,                0.67199,                0.90032,                 1.6568,                0.73104,                 1.0657,             0.00082533,             0.00082533,             0.00082533
                     53,                0.71931,                 1.0662,                0.58108,                0.91173,                0.92258,                0.78387,                0.83299,                0.65541,                0.92258,                0.78387,                0.83419,                0.65893,                0.90896,                  1.678,                  0.731,                 1.0874,             0.00080883,             0.00080883,             0.00080883
                     54,                 0.7124,                0.99974,                0.57796,                0.91004,                 0.8714,                0.79044,                0.82257,                0.65266,                0.88202,                0.79872,                0.83419,                0.66706,                0.90326,                 1.7744,                0.74582,                 1.0965,             0.00079233,             0.00079233,             0.00079233
                     55,                0.70122,                 1.1323,                0.60423,                0.92149,                0.91315,                0.77525,                0.81837,                0.65552,                0.92574,                0.78387,                0.83317,                0.66795,                0.88452,                 1.6683,                0.76535,                 1.0846,             0.00077582,             0.00077582,             0.00077582
                     56,                0.70525,                 1.0461,                0.57501,                0.93597,                0.93153,                0.79892,                0.82914,                0.66277,                0.93153,                0.79892,                0.83708,                0.66831,                0.86975,                 1.6812,                0.72286,                 1.0728,             0.00075932,             0.00075932,             0.00075932
                     57,                0.74004,                 1.0689,                0.57543,                0.92207,                0.94603,                0.80111,                0.83961,                0.66889,                0.95963,                0.80973,                0.84569,                0.67343,                0.87885,                 1.7083,                 0.7196,                 1.0594,             0.00074282,             0.00074282,             0.00074282
                     58,                0.72755,                 1.0731,                0.58516,                0.92336,                0.92189,                0.80973,                0.84413,                0.68567,                0.93577,                0.81835,                0.85106,                0.67762,                0.85512,                 1.6884,                 0.6721,                 1.0398,             0.00072631,             0.00072631,             0.00072631
                     59,                0.66873,                0.98301,                0.54929,                0.90744,                 0.8993,                0.80111,                 0.8425,                0.68013,                 0.8993,                0.80111,                0.83549,                0.67251,                0.83715,                 1.7291,                0.73147,                 1.0341,             0.00070981,             0.00070981,             0.00070981
                     60,                0.69802,                 1.1584,                0.57259,                0.93517,                0.91588,                0.79249,                0.83457,                0.69351,                0.91588,                0.79249,                0.83286,                0.68357,                0.79902,                  1.651,                0.72547,                 1.0053,             0.00069331,             0.00069331,             0.00069331
                     61,                0.72878,                 1.0861,                0.57633,                0.93802,                0.89415,                0.80973,                0.84383,                0.70194,                0.89215,                0.80973,                0.83335,                 0.6884,                0.79152,                 1.5959,                0.68877,                 1.0138,              0.0006768,              0.0006768,              0.0006768
                     62,                0.71336,                 1.0595,                0.55095,                0.92248,                 0.9048,                0.81835,                0.85226,                0.68648,                0.91544,                0.82697,                0.84967,                0.70033,                0.86539,                 1.6193,                 0.7166,                 1.0709,              0.0006603,              0.0006603,              0.0006603
                     63,                0.71826,                 1.0964,                0.55629,                0.91655,                0.90753,                0.84421,                0.85203,                0.68447,                0.93538,                0.81639,                0.85344,                0.70276,                0.86834,                 1.6159,                0.69573,                 1.0514,              0.0006438,              0.0006438,              0.0006438
                     64,                0.70436,                 1.0599,                0.53415,                0.91428,                0.94464,                0.80944,                0.85232,                0.68866,                0.95276,                0.81835,                0.85643,                0.71139,                0.83327,                 1.5731,                0.70391,                 1.0174,             0.00062729,             0.00062729,             0.00062729
                     65,                0.73723,                 1.0835,                0.56492,                0.91196,                 0.9273,                0.83559,                0.85594,                0.69999,                0.94111,                0.84421,                0.85799,                0.70191,                0.84507,                 1.6055,                0.70165,                 1.0376,             0.00061079,             0.00061079,             0.00061079
                     66,                0.70688,                 1.0868,                0.54344,                0.93267,                0.90055,                0.81835,                0.84049,                0.68577,                0.91151,                0.82697,                0.84471,                0.69037,                0.84423,                 1.6421,                 0.7192,                 1.0636,             0.00059429,             0.00059429,             0.00059429
                     67,                0.74277,                 1.0177,                0.59697,                0.92091,                0.86597,                0.80973,                0.83126,                0.68902,                0.87631,                0.81835,                0.83882,                 0.6862,                0.83896,                 1.7524,                0.71472,                 1.0524,             0.00057778,             0.00057778,             0.00057778
                     68,                0.68367,                 1.0902,                0.56246,                0.90287,                 0.8902,                0.82443,                0.84615,                0.68562,                 0.8902,                0.82443,                0.83698,                0.68787,                0.86743,                 1.8302,                0.66704,                 1.0772,             0.00056128,             0.00056128,             0.00056128
                     69,                0.65705,                 1.0049,                0.52371,                0.89842,                0.90088,                0.83041,                0.86696,                0.68862,                0.89106,                0.82326,                0.84392,                0.67493,                0.88615,                 1.8275,                0.64763,                 1.0878,             0.00054478,             0.00054478,             0.00054478
                     70,                0.67102,                 1.0168,                0.52558,                 0.9052,                0.88511,                0.84421,                0.86053,                0.69547,                0.88511,                0.84421,                0.86009,                0.69528,                0.84929,                  1.735,                0.65344,                 1.0529,             0.00052827,             0.00052827,             0.00052827
                     71,                0.71992,                 1.1409,                0.56867,                0.91851,                0.87811,                0.83215,                0.85016,                0.69056,                0.87811,                0.83215,                0.85339,                0.69601,                0.84019,                  1.704,                0.67831,                 1.0396,             0.00051177,             0.00051177,             0.00051177
                     72,                0.66304,                0.98072,                0.52806,                0.90656,                0.90544,                0.79249,                0.83926,                0.68716,                0.90434,                0.80111,                0.84807,                0.69092,                 0.8434,                 1.7017,                0.70635,                 1.0285,             0.00049527,             0.00049527,             0.00049527
                     73,                0.70145,                 1.0662,                0.56315,                0.89821,                0.91941,                0.80218,                0.85716,                0.69931,                0.91941,                0.80218,                0.85693,                0.69939,                0.85844,                 1.6632,                0.69824,                 1.0534,             0.00047876,             0.00047876,             0.00047876
                     74,                 0.7033,                 1.0646,                0.56642,                0.91911,                0.93369,                0.79249,                0.84426,                0.70727,                0.93109,                0.81835,                0.85647,                0.70107,                 0.8316,                 1.6669,                0.68821,                 1.0452,             0.00046226,             0.00046226,             0.00046226
                     75,                0.67535,                0.97881,                0.52548,                0.92227,                0.92241,                0.80973,                  0.861,                0.70799,                0.91108,                 0.8018,                0.85283,                0.69922,                0.83494,                 1.7021,                0.70403,                 1.0383,             0.00044576,             0.00044576,             0.00044576
                     76,                0.65881,                0.93645,                0.50572,                0.90437,                0.91506,                0.82634,                0.86384,                0.71178,                0.90448,                0.81815,                0.85577,                0.70257,                0.83736,                  1.664,                0.67733,                 1.0486,             0.00042925,             0.00042925,             0.00042925
                     77,                0.68349,                 1.0909,                0.53276,                0.90405,                0.90568,                0.84421,                0.86285,                0.71076,                 0.8957,                0.83559,                0.85587,                0.69622,                0.82676,                 1.6745,                0.66043,                 1.0357,             0.00041275,             0.00041275,             0.00041275
                     78,                0.62699,                 0.9253,                0.50311,                0.89536,                0.91525,                0.83412,                 0.8618,                0.70352,                 0.9048,                0.82561,                0.85588,                0.70135,                 0.8097,                 1.6875,                0.65179,                 1.0295,             0.00039625,             0.00039625,             0.00039625
                     79,                0.66847,                0.97772,                0.50256,                0.89444,                0.91872,                0.85265,                0.86888,                0.71503,                0.90872,                0.84403,                0.86101,                0.69717,                0.82882,                 1.7032,                 0.6466,                 1.0411,             0.00037974,             0.00037974,             0.00037974
                     80,                0.64101,                0.95953,                0.48911,                0.88887,                0.92868,                0.85212,                0.86908,                0.70982,                0.91848,                0.84372,                0.86523,                0.70426,                0.83174,                 1.6747,                0.66255,                 1.0388,             0.00036324,             0.00036324,             0.00036324
                     81,                0.63633,                0.95672,                 0.4983,                0.89605,                0.91209,                0.85564,                0.86329,                0.71304,                0.91209,                0.85564,                0.86903,                0.70425,                0.82775,                 1.6544,                0.66097,                 1.0426,             0.00034674,             0.00034674,             0.00034674
                     82,                0.67254,                0.98061,                0.51076,                0.91488,                0.92155,                0.85283,                0.86728,                0.70522,                0.91154,                0.84421,                0.86338,                0.69346,                0.84208,                 1.6842,                 0.6488,                 1.0518,             0.00033023,             0.00033023,             0.00033023
                     83,                0.64276,                0.97258,                 0.5103,                0.90352,                0.92015,                0.83559,                0.86725,                0.69809,                0.89208,                0.82697,                0.85531,                0.68609,                0.83712,                 1.7104,                0.64221,                 1.0459,             0.00031373,             0.00031373,             0.00031373
                     84,                0.60582,                0.96269,                0.48915,                0.89488,                0.88219,                0.86145,                0.86689,                0.70962,                0.87293,                0.85283,                0.86004,                0.69982,                0.79897,                 1.6595,                0.64546,                 1.0259,             0.00029723,             0.00029723,             0.00029723
                     85,                0.66297,                0.98946,                0.49755,                0.89498,                0.88341,                0.84062,                0.86468,                0.70859,                0.88341,                0.84062,                 0.8631,                0.70171,                0.80383,                 1.6335,                 0.6646,                 1.0298,             0.00028072,             0.00028072,             0.00028072
                     86,                0.64672,                0.99184,                0.51205,                0.89616,                0.92369,                0.84421,                0.86962,                0.70489,                 0.9431,                0.81556,                0.85896,                0.70852,                0.81145,                 1.6252,                 0.6469,                 1.0288,             0.00026422,             0.00026422,             0.00026422
                     87,                0.61659,                0.90834,                0.47938,                0.89267,                0.91635,                0.85283,                0.87072,                0.70619,                 0.9064,                0.84421,                0.86202,                0.70619,                0.81813,                 1.6295,                0.63957,                  1.029,             0.00024772,             0.00024772,             0.00024772
                     88,                0.61362,                0.90284,                0.47221,                 0.8921,                0.91058,                0.84421,                0.86312,                0.70799,                0.91058,                0.84421,                0.86099,                0.70724,                0.80997,                 1.5954,                0.64114,                 1.0258,             0.00023121,             0.00023121,             0.00023121
                     89,                0.65514,                0.98696,                 0.4937,                0.90159,                 0.9209,                0.84421,                0.86954,                0.70508,                0.91036,                0.83559,                0.86094,                0.70184,                0.81322,                 1.6174,                 0.6576,                 1.0288,             0.00021471,             0.00021471,             0.00021471
                     90,                 0.6009,                0.90129,                0.48174,                 0.8713,                0.93589,                0.82697,                0.85782,                0.70951,                0.93423,                0.80973,                0.85623,                0.69386,                0.83221,                 1.6551,                0.66318,                 1.0446,             0.00019821,             0.00019821,             0.00019821
                     91,                0.61303,                0.96072,                0.47493,                0.87564,                0.92474,                0.82697,                0.85774,                0.70414,                0.92474,                0.82697,                0.86028,                 0.6996,                0.82613,                 1.6368,                0.67342,                 1.0493,              0.0001817,              0.0001817,              0.0001817
                     92,                0.60008,                0.94647,                0.46115,                0.85924,                0.91347,                0.82545,                0.84986,                0.70212,                0.91347,                0.82545,                0.85153,                0.70767,                0.82244,                 1.6333,                0.66764,                 1.0447,              0.0001652,              0.0001652,              0.0001652
                     93,                0.59748,                 0.9234,                0.48093,                0.85853,                0.91297,                0.81835,                0.85044,                0.70738,                0.91297,                0.81835,                0.85276,                0.70724,                0.82001,                 1.6181,                0.67493,                 1.0406,              0.0001487,              0.0001487,              0.0001487
                     94,                0.56085,                0.89147,                0.43774,                0.85611,                0.91258,                0.82348,                0.84973,                0.70933,                0.91258,                0.82348,                0.85229,                 0.6989,                0.81462,                 1.6287,                0.66479,                 1.0423,             0.00013219,             0.00013219,             0.00013219
                     95,                0.54979,                0.91715,                0.45501,                0.85201,                 0.9303,                0.81835,                0.85805,                0.71267,                 0.9303,                0.81835,                0.85961,                 0.7018,                0.79702,                 1.6468,                0.64536,                 1.0276,             0.00011569,             0.00011569,             0.00011569
                     96,                0.54498,                0.85537,                0.42424,                0.84959,                0.93345,                0.81835,                0.86267,                0.71315,                0.93345,                0.81835,                0.85795,                0.69704,                0.79106,                 1.6673,                0.64034,                  1.024,             9.9187e-05,             9.9187e-05,             9.9187e-05
                     97,                0.56865,                0.94354,                0.47101,                0.85574,                0.94517,                0.81645,                 0.8674,                0.71156,                0.94517,                0.81645,                0.86133,                0.69861,                0.79844,                 1.6829,                0.63909,                 1.0263,             8.2683e-05,             8.2683e-05,             8.2683e-05
                     98,                0.55098,                 0.9179,                0.43237,                0.84975,                0.93033,                0.80973,                0.85313,                 0.7035,                0.93033,                0.80973,                0.86145,                0.69506,                    0.8,                 1.6809,                0.63544,                 1.0257,              6.618e-05,              6.618e-05,              6.618e-05
                     99,                0.55281,                0.88399,                0.43423,                0.84713,                0.92547,                0.80973,                0.86498,                0.70602,                0.92547,                0.80973,                0.86257,                0.69647,                0.79848,                 1.6736,                0.63463,                 1.0236,             4.9677e-05,             4.9677e-05,             4.9677e-05
                    100,                0.55966,                0.89474,                0.42634,                0.85807,                0.92768,                0.80973,                 0.8609,                0.70679,                0.92768,                0.80973,                0.86405,                0.69699,                0.80279,                 1.6746,                0.63837,                 1.0271,             3.3173e-05,             3.3173e-05,             3.3173e-05
