                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     75,                0.69234,                  1.006,                0.52184,                0.92993,                0.93125,                0.80973,                0.84193,                0.67091,                0.93125,                0.80973,                 0.8442,                 0.7007,                0.88702,                 1.7064,                0.73304,                 1.0629,             0.00085284,             0.00085284,             0.00085284
                     76,                0.70354,                0.97193,                0.52768,                0.92809,                0.91239,                0.78387,                0.84265,                 0.6734,                0.91239,                0.78387,                0.84513,                0.68754,                0.87588,                 1.6289,                 0.7228,                 1.0463,             0.00084184,             0.00084184,             0.00084184
                     77,                0.72029,                 1.1153,                 0.5565,                0.91961,                0.92112,                0.81835,                0.84539,                0.69024,                0.92151,                0.80973,                 0.8421,                0.69137,                0.82765,                 1.6122,                0.72459,                 1.0196,             0.00083083,             0.00083083,             0.00083083
                     78,                0.67507,                 0.9535,                0.53252,                0.91262,                0.90123,                0.81835,                0.84318,                0.69109,                0.90715,                0.79249,                0.83121,                0.68939,                0.82473,                 1.6963,                0.72393,                 1.0311,             0.00081983,             0.00081983,             0.00081983
                     79,                0.68707,                 1.0298,                0.53294,                0.90393,                0.90005,                0.83559,                0.85252,                0.69136,                0.88981,                0.82697,                0.84658,                0.69354,                0.85647,                 1.7472,                0.66257,                 1.0829,             0.00080883,             0.00080883,             0.00080883
                     80,                0.67179,                0.98632,                0.51889,                0.89688,                0.88028,                0.83559,                0.84348,                0.68208,                0.91743,                0.82697,                0.85359,                0.68267,                0.86121,                 1.7364,                0.65333,                 1.0638,             0.00079783,             0.00079783,             0.00079783
                     81,                0.65817,                0.98812,                0.51614,                0.90341,                0.89926,                0.82185,                0.84461,                   0.68,                0.90544,                0.82697,                0.85211,                0.68208,                0.83309,                 1.6816,                0.64395,                 1.0673,             0.00078682,             0.00078682,             0.00078682
                     82,                0.69914,                 1.0124,                0.53585,                0.92643,                0.91603,                0.82697,                0.85453,                0.67947,                0.90511,                0.81835,                0.85163,                0.67849,                0.83789,                 1.7257,                0.65472,                 1.0603,             0.00077582,             0.00077582,             0.00077582
                     83,                0.67932,                 1.0116,                0.53663,                0.91267,                0.92039,                0.82697,                0.84829,                0.68329,                0.92039,                0.82697,                 0.8492,                0.68901,                0.80302,                 1.7477,                0.64233,                 1.0526,             0.00076482,             0.00076482,             0.00076482
                     84,                0.64771,                 1.0158,                0.50073,                0.91566,                0.89154,                0.81835,                0.84447,                0.69497,                0.89404,                0.81835,                0.84064,                0.69039,                 0.7857,                 1.7206,                0.66766,                 1.0458,             0.00075382,             0.00075382,             0.00075382
                     85,                0.71585,                 1.0035,                0.52342,                0.91064,                0.91622,                0.81835,                0.85132,                0.69043,                0.90532,                0.80973,                0.84877,                0.69448,                0.82269,                 1.7256,                0.64063,                 1.0551,             0.00074282,             0.00074282,             0.00074282
                     86,                0.70545,                 1.0269,                0.54647,                0.91074,                 0.9367,                0.82697,                0.87043,                0.70134,                0.92497,                0.81835,                0.86214,                 0.7148,                0.83163,                 1.6961,                0.64901,                 1.0517,             0.00073181,             0.00073181,             0.00073181
                     87,                0.66343,                0.91366,                 0.5042,                0.90507,                0.94696,                0.84324,                0.87843,                0.70103,                0.92505,                0.82299,                0.86193,                0.70701,                0.82223,                 1.6693,                0.65005,                  1.041,             0.00072081,             0.00072081,             0.00072081
                     88,                0.65662,                0.94032,                0.49505,                0.90879,                0.93479,                0.82073,                0.86539,                0.69643,                0.92351,                0.81232,                0.85881,                0.68872,                0.82936,                 1.6575,                0.64497,                 1.0579,             0.00070981,             0.00070981,             0.00070981
                     89,                0.69607,                 1.0277,                0.51741,                0.91211,                0.90616,                0.81835,                0.85436,                0.69468,                 0.9373,                0.79249,                0.84322,                0.68101,                0.80841,                  1.709,                0.66548,                  1.043,             0.00069881,             0.00069881,             0.00069881
                     90,                0.62193,                0.91299,                0.50016,                0.87901,                0.92463,                0.79249,                0.84117,                0.69085,                0.89691,                0.81835,                0.84984,                0.68697,                0.83413,                 1.7249,                0.71191,                 1.0476,              0.0006878,              0.0006878,              0.0006878
                     91,                0.65348,                0.91912,                0.50288,                0.88408,                0.89872,                0.81835,                0.85326,                0.68618,                0.89872,                0.81835,                 0.8496,                0.69885,                0.82712,                  1.673,                0.74884,                 1.0384,              0.0006768,              0.0006768,              0.0006768
                     92,                0.67181,                0.93762,                0.50756,                 0.9064,                0.91033,                0.81406,                0.84491,                0.68684,                0.91033,                0.81406,                 0.8492,                 0.6857,                0.82775,                 1.7586,                 0.7276,                 1.0341,              0.0006658,              0.0006658,              0.0006658
                     93,                0.65798,                0.97401,                0.48828,                0.89945,                0.92885,                 0.7998,                0.85136,                0.69366,                0.92885,                 0.7998,                0.85696,                    0.7,                0.78608,                 1.6683,                0.68594,                 1.0145,              0.0006548,              0.0006548,              0.0006548
                     94,                0.65957,                0.98095,                0.48643,                0.89113,                0.92238,                0.82794,                0.86805,                0.69075,                0.92238,                0.82794,                0.86663,                 0.7052,                0.81224,                 1.6621,                0.64549,                 1.0324,              0.0006438,              0.0006438,              0.0006438
                     95,                0.64905,                0.88836,                0.46156,                0.89986,                 0.9244,                0.84035,                0.86278,                0.67836,                 0.9244,                0.84035,                0.86176,                0.69453,                0.85566,                 1.6548,                0.65957,                  1.052,             0.00063279,             0.00063279,             0.00063279
                     96,                 0.6759,                 0.9481,                0.51646,                0.90239,                0.92932,                0.83559,                0.85619,                0.69518,                0.92932,                0.83559,                0.85555,                 0.7118,                0.78757,                 1.5715,                0.63827,                 1.0237,             0.00062179,             0.00062179,             0.00062179
                     97,                0.69634,                  1.019,                0.51128,                0.92046,                0.89841,                0.83559,                0.84949,                 0.6933,                0.89034,                0.84421,                0.85817,                0.70522,                0.79415,                 1.5846,                0.65431,                 1.0209,             0.00061079,             0.00061079,             0.00061079
                     98,                0.64476,                0.96273,                0.48517,                0.89472,                0.91738,                0.83559,                0.85511,                 0.6782,                 0.9102,                0.85283,                0.86372,                0.69103,                0.80698,                 1.6653,                0.66691,                  1.016,             0.00059979,             0.00059979,             0.00059979
                     99,                0.61929,                0.91952,                0.48612,                0.89777,                0.93123,                0.83559,                0.85076,                0.68213,                0.93424,                0.84255,                0.85912,                0.69312,                0.83445,                 1.6881,                0.70292,                 1.0483,             0.00058878,             0.00058878,             0.00058878
                    100,                0.66252,                0.97227,                0.50318,                0.90399,                0.90361,                0.82128,                0.84183,                0.68715,                0.90305,                0.82697,                0.84454,                0.68608,                0.80736,                 1.7106,                0.72265,                 1.0275,             0.00057778,             0.00057778,             0.00057778
                    101,                0.61902,                0.90159,                0.46935,                0.87462,                 0.9308,                0.78254,                0.82748,                 0.6927,                0.87066,                0.81465,                0.83674,                 0.6803,                0.79315,                  1.734,                 0.7152,                  1.025,             0.00056678,             0.00056678,             0.00056678
                    102,                0.62775,                0.93817,                0.50556,                0.89924,                0.89968,                0.80111,                0.83306,                0.68695,                0.89968,                0.80111,                0.83444,                0.68066,                0.81401,                 1.7239,                0.71043,                 1.0473,             0.00055578,             0.00055578,             0.00055578
                    103,                0.59563,                0.95806,                0.47355,                0.90414,                0.87932,                0.82697,                 0.8344,                0.67729,                0.88932,                0.83559,                0.84508,                0.67857,                 0.8103,                 1.7561,                0.69082,                 1.0608,             0.00054478,             0.00054478,             0.00054478
                    104,                0.63389,                0.95944,                0.48316,                0.87566,                0.94762,                0.76663,                0.82277,                0.67071,                0.94762,                0.76663,                0.82346,                0.66865,                0.83416,                 1.8058,                0.71303,                 1.0775,             0.00053377,             0.00053377,             0.00053377
                    105,                0.59789,                0.84638,                0.44898,                0.88855,                0.84093,                0.81913,                0.82549,                0.66694,                0.85769,                0.82697,                0.82501,                0.67207,                0.82362,                 1.7873,                0.70258,                 1.0798,             0.00052277,             0.00052277,             0.00052277
                    106,                0.64431,                 0.9233,                0.49536,                0.90682,                0.90195,                0.77525,                0.82025,                0.68324,                0.84842,                0.82697,                0.82924,                0.68478,                0.82795,                 1.7146,                 0.7048,                 1.0702,             0.00051177,             0.00051177,             0.00051177
                    107,                0.59326,                0.89465,                0.43878,                0.88606,                0.88492,                0.81835,                0.83351,                0.67245,                0.88492,                0.81835,                0.83866,                0.68139,                0.83092,                 1.7328,                0.66907,                 1.0837,             0.00050077,             0.00050077,             0.00050077
                    108,                0.63979,                0.88573,                0.46291,                0.88954,                0.91177,                0.80973,                0.84336,                0.66542,                0.91177,                0.80973,                0.84251,                 0.6732,                 0.8426,                 1.7552,                0.64959,                 1.0945,             0.00048976,             0.00048976,             0.00048976
                    109,                0.61605,                0.90976,                0.45654,                0.89684,                0.88965,                0.82697,                0.85174,                0.67824,                0.87958,                0.81835,                0.84183,                0.68826,                 0.8179,                 1.7334,                0.63136,                  1.072,             0.00047876,             0.00047876,             0.00047876
                    110,                0.63094,                0.91835,                0.45508,                0.90336,                0.90445,                0.80111,                0.85402,                0.68231,                0.89322,                0.80781,                0.84332,                0.67963,                0.85216,                 1.7408,                0.65074,                 1.0571,             0.00046776,             0.00046776,             0.00046776
                    111,                0.60756,                0.91141,                0.45661,                0.89596,                0.91689,                 0.8222,                0.85265,                0.68788,                0.90626,                0.81432,                0.84597,                0.68541,                0.83309,                 1.7649,                 0.6786,                 1.0217,             0.00045676,             0.00045676,             0.00045676
                    112,                0.58854,                0.90516,                0.44472,                 0.8804,                0.91013,                0.80973,                0.84941,                0.68879,                0.91795,                0.81593,                0.84734,                0.69682,                0.82981,                 1.7536,                0.70274,                 1.0199,             0.00044576,             0.00044576,             0.00044576
                    113,                0.62097,                0.89813,                0.44541,                0.87624,                0.91042,                0.78387,                0.82581,                0.68665,                0.93679,                0.81525,                0.84643,                0.68143,                0.82976,                 1.7452,                0.69522,                 1.0243,             0.00043475,             0.00043475,             0.00043475
                    114,                0.59374,                0.87301,                 0.4432,                0.88065,                0.87844,                0.79249,                0.82511,                0.69155,                0.90007,                0.80973,                0.84171,                0.69378,                0.78752,                 1.6895,                0.68675,                 1.0169,             0.00042375,             0.00042375,             0.00042375
                    115,                0.59353,                0.85046,                0.43974,                0.88601,                0.86139,                0.81292,                0.83286,                  0.691,                0.87064,                0.81952,                0.84347,                0.69486,                0.80501,                 1.6897,                0.65689,                 1.0319,             0.00041275,             0.00041275,             0.00041275
                    116,                0.61405,                0.89366,                0.47587,                0.88961,                0.93059,                0.79249,                0.83513,                0.68833,                0.93808,                0.80973,                0.85435,                0.68965,                0.80909,                 1.6842,                0.66358,                 1.0296,             0.00040175,             0.00040175,             0.00040175
                    117,                0.60079,                0.86404,                0.44451,                0.89501,                0.89772,                0.80973,                0.83287,                 0.6887,                0.93318,                0.81855,                 0.8577,                0.70037,                0.79232,                 1.6412,                0.67583,                 1.0116,             0.00039074,             0.00039074,             0.00039074
                    118,                0.61544,                0.89566,                0.44186,                0.90038,                0.89323,                0.81835,                0.84399,                   0.69,                0.89323,                0.81835,                0.85396,                0.70246,                0.79643,                 1.6568,                0.67183,                 1.0221,             0.00037974,             0.00037974,             0.00037974
                    119,                0.60432,                  0.897,                0.44622,                0.87851,                0.89523,                0.81824,                0.84127,                0.69465,                0.89523,                0.81824,                0.84786,                0.69832,                0.82149,                 1.6422,                0.67645,                 1.0421,             0.00036874,             0.00036874,             0.00036874
                    120,                0.60998,                0.91615,                0.44956,                0.87842,                0.90857,                0.83881,                0.85662,                0.71264,                0.90857,                0.83881,                0.86202,                 0.7081,                0.80021,                 1.6305,                0.65411,                 1.0387,             0.00035774,             0.00035774,             0.00035774
                    121,                0.57276,                  0.832,                0.44443,                0.87249,                0.87725,                0.84683,                0.86388,                0.70723,                0.90453,                0.81471,                0.86129,                0.70836,                0.80781,                 1.6748,                0.64238,                 1.0422,             0.00034674,             0.00034674,             0.00034674
                    122,                0.57949,                0.84356,                0.43489,                0.88865,                0.90609,                0.83559,                0.86291,                0.69615,                0.90609,                0.83559,                0.86671,                0.70065,                0.81487,                 1.6996,                0.63787,                 1.0445,             0.00033573,             0.00033573,             0.00033573
                    123,                 0.6467,                0.95764,                0.49002,                0.90082,                0.91402,                0.82697,                0.85055,                0.69234,                0.91402,                0.82697,                0.86032,                0.69332,                0.82965,                 1.6831,                0.65074,                 1.0618,             0.00032473,             0.00032473,             0.00032473
                    124,                0.60126,                0.89251,                0.45731,                0.89376,                0.90382,                0.81804,                0.84552,                0.69651,                0.90382,                0.81804,                0.84626,                0.69928,                0.80076,                 1.6465,                0.67683,                 1.0431,             0.00031373,             0.00031373,             0.00031373
                    125,                0.55365,                0.86423,                0.40993,                0.85853,                0.92607,                0.83557,                0.85835,                0.70218,                0.91488,                0.82697,                0.85628,                0.70292,                0.81536,                 1.6372,                0.64743,                 1.0508,             0.00030273,             0.00030273,             0.00030273
                    126,                0.58733,                0.83792,                0.43683,                0.87963,                0.90887,                 0.8474,                0.85852,                0.69951,                0.89895,                0.83877,                0.85655,                0.69982,                0.83092,                 1.6517,                0.64096,                 1.0525,             0.00029172,             0.00029172,             0.00029172
                    127,                 0.5636,                0.87305,                0.40858,                0.86769,                0.92622,                0.83485,                0.86045,                0.70545,                0.92622,                0.83485,                 0.8639,                0.70443,                0.83461,                 1.6524,                0.64661,                 1.0525,             0.00028072,             0.00028072,             0.00028072
                    128,                0.57965,                0.89192,                0.41251,                0.87401,                0.90442,                0.84421,                0.85741,                0.70924,                0.90442,                0.84421,                0.85989,                0.70673,                0.82158,                 1.6525,                0.64366,                 1.0417,             0.00026972,             0.00026972,             0.00026972
                    129,                0.57774,                0.90139,                0.43609,                0.87783,                 0.9045,                0.82178,                0.84506,                0.70531,                0.89397,                0.81333,                0.84421,                0.70549,                0.79524,                 1.6355,                0.67709,                 1.0237,             0.00025872,             0.00025872,             0.00025872
                    130,                0.56218,                0.86287,                0.42902,                0.87747,                0.92778,                0.80111,                0.84179,                 0.7004,                0.96691,                0.77248,                0.84173,                0.69933,                0.78415,                 1.6522,                 0.6877,                 1.0034,             0.00024772,             0.00024772,             0.00024772
                    131,                 0.5786,                0.85614,                0.43314,                0.87126,                0.91882,                0.80111,                 0.8451,                0.69694,                 0.9674,                0.77308,                0.84509,                0.69862,                 0.8027,                 1.6926,                0.67604,                  1.015,             0.00023671,             0.00023671,             0.00023671
                    132,                0.55227,                0.84107,                0.40502,                0.86844,                0.93095,                0.80111,                0.84783,                0.70961,                0.96754,                0.77047,                0.84826,                0.70695,                 0.8036,                 1.6705,                0.65977,                 1.0218,             0.00022571,             0.00022571,             0.00022571
                    133,                0.53607,                0.82303,                0.40105,                0.86868,                0.93398,                0.80673,                0.85807,                0.70307,                0.92226,                0.79828,                0.85342,                0.70111,                0.80453,                 1.6552,                0.64245,                 1.0247,             0.00021471,             0.00021471,             0.00021471
                    134,                0.58066,                 0.8444,                 0.4222,                0.87406,                0.92707,                0.80111,                0.85895,                0.70508,                0.91532,                0.79249,                0.84926,                0.70056,                0.80667,                 1.6594,                  0.646,                  1.025,             0.00020371,             0.00020371,             0.00020371
                    135,                0.55998,                0.85906,                0.40479,                0.87336,                0.95986,                0.76663,                0.85346,                0.70503,                0.95986,                0.76663,                0.85246,                0.70898,                0.80831,                 1.6672,                0.65818,                  1.034,             0.00019271,             0.00019271,             0.00019271
                    136,                0.55714,                0.85016,                0.39727,                0.87486,                 0.8866,                0.81752,                0.85622,                0.69612,                 0.8866,                0.81752,                0.85372,                0.70651,                0.81917,                 1.6796,                0.66171,                 1.0494,              0.0001817,              0.0001817,              0.0001817
                    137,                0.56719,                0.84709,                0.44995,                 0.8907,                0.88975,                0.81835,                0.86287,                0.69898,                0.87948,                0.80973,                0.85593,                0.70733,                0.81777,                 1.6779,                0.65479,                 1.0569,              0.0001707,              0.0001707,              0.0001707
                    138,                 0.5561,                0.83511,                0.40228,                0.87772,                0.89742,                0.82281,                0.86333,                0.69912,                 0.8872,                0.81471,                0.85619,                  0.708,                0.82362,                 1.6703,                0.65497,                 1.0618,              0.0001597,              0.0001597,              0.0001597
                    139,                0.54405,                 0.8105,                0.40193,                0.86135,                 0.8976,                0.81985,                0.86213,                0.69085,                0.88722,                0.81123,                0.85155,                0.70446,                0.82865,                 1.6541,                0.65873,                 1.0566,              0.0001487,              0.0001487,              0.0001487
                    140,                0.56135,                0.81635,                0.42193,                0.86431,                0.89753,                0.81835,                0.85557,                0.70012,                0.88606,                0.80973,                0.84951,                0.69556,                 0.8311,                 1.6571,                 0.6893,                 1.0535,             0.00013769,             0.00013769,             0.00013769
                    141,                 0.5493,                0.94696,                0.40229,                0.83478,                0.88077,                0.80973,                0.85002,                0.69828,                0.88077,                0.80973,                0.84728,                0.69801,                0.83289,                 1.6579,                 0.6761,                 1.0536,             0.00012669,             0.00012669,             0.00012669
                    142,                0.53713,                0.88275,                0.38414,                0.83277,                0.87815,                0.81252,                0.85025,                0.70008,                0.96052,                0.76663,                0.84069,                0.69597,                0.84349,                 1.6381,                 0.6725,                 1.0641,             0.00011569,             0.00011569,             0.00011569
                    143,                0.49507,                0.77587,                0.35946,                0.82912,                0.87721,                0.81835,                0.85065,                0.70257,                 0.9577,                0.76663,                0.84655,                0.69717,                 0.8485,                 1.6352,                0.65519,                 1.0737,             0.00010469,             0.00010469,             0.00010469
                    144,                0.52843,                0.77675,                0.37653,                  0.835,                0.89409,                0.80966,                0.85355,                0.69831,                0.95871,                0.76663,                0.84741,                0.69519,                0.84143,                 1.6355,                0.64314,                 1.0713,             9.3685e-05,             9.3685e-05,             9.3685e-05
                    145,                0.48938,                0.81927,                0.36801,                0.83191,                0.89407,                0.81835,                0.86455,                0.69998,                 0.8837,                0.80973,                0.85798,                0.69041,                0.83703,                 1.6426,                0.64312,                 1.0697,             8.2683e-05,             8.2683e-05,             8.2683e-05
                    146,                0.51339,                 0.8005,                0.38193,                0.83881,                0.89652,                0.81835,                0.86721,                 0.7056,                0.88586,                0.80973,                0.85838,                0.69179,                0.82639,                 1.6468,                0.63388,                 1.0595,             7.1681e-05,             7.1681e-05,             7.1681e-05
                    147,                0.50317,                0.77837,                0.36915,                0.83837,                0.90741,                0.81835,                0.86555,                0.70535,                  0.896,                0.80973,                0.86125,                0.68943,                0.82153,                 1.6557,                0.63622,                 1.0525,             6.0679e-05,             6.0679e-05,             6.0679e-05
                    148,                0.50055,                0.77824,                0.35933,                0.82862,                0.91196,                0.81835,                0.86671,                0.71208,                0.90074,                0.80973,                0.86168,                0.68873,                0.81633,                 1.6566,                0.64114,                 1.0488,             4.9677e-05,             4.9677e-05,             4.9677e-05
                    149,                0.46589,                0.79406,                0.35244,                 0.8249,                0.91088,                0.81835,                0.86588,                0.70489,                0.89987,                0.80973,                0.85651,                0.68897,                0.82097,                 1.6682,                0.64133,                 1.0545,             3.8674e-05,             3.8674e-05,             3.8674e-05
                    150,                0.50093,                0.82257,                0.36897,                0.84539,                0.90481,                0.81835,                0.86206,                0.70526,                0.89403,                0.80973,                0.85575,                0.68891,                0.82132,                 1.6682,                0.64541,                 1.0522,             2.7672e-05,             2.7672e-05,             2.7672e-05
